Client Unique ID,Client ID,Client Age at Entry,Client Age at Exit,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,age_cat,race_cat,ethnicity_cat,veteran_cat
dwlm07131991d553w432,419375,25.0,25.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
dmkm10061970d520m216,180383,46.0,46.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
deam11071989d552e152,452929,27.0,27.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,25 to 34 years,Black or African American,Not Hispanic or Latino,Civilian veteran
dhrm04201968d500h630,183537,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
vbyf10211964v652b300,404868,52.0,52.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jprm10231967j535p626,163753,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
wbom06061965w420b650,447383,51.0,51.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rgem07271987r254g654,410002,29.0,29.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
rbmm01231970r260b512,453690,47.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
thrf05231991t120h620,224194,25.0,25.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
bgaf01201998b635g650,127847,19.0,19.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,15 to 19 years,Black or African American,Not Hispanic or Latino,Non veteran
cbom08091962c625b650,453204,54.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
kemm01111956k620e355,160758,61.0,61.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
shrm12241971s315h652,185515,45.0,45.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
phim08131963p400h600,222730,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
nmcm03251965n140m245,100946,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
gbnm07051962g600b550,368111,54.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
dgam11051969d562g653,447807,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
ambm09111955a535m150,10107,61.0,61.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
nmom09051994n260m300,449769,22.0,22.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
ljfm03151974l523j162,124639,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
thff01251977t560h100,397720,40.0,40.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,35 to 44 years,Black or African American,Not Hispanic or Latino,Civilian veteran
dtom12301973d500t512,195489,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
lprm10171974l600p636,454320,42.0,42.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
tklf11251966t500k430,429149,50.0,50.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dcrm04191967d130c640,478053,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
sbom03091971s540b650,157125,46.0,46.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jwlf07081996j400w426,454491,20.0,20.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
kknf04041966k516k520,452581,51.0,51.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
esef11081952e450s650,2054,64.0,64.0,Female,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
eknf01291957e421k520,397658,60.0,60.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
bmmm10071968b650m516,422786,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
tcum12031962t530c651,450720,54.0,54.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jcim01151950j520c500,451680,67.0,67.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
afsm11031968a535f240,186593,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
ljfm07151959l563j162,124817,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
wbom06061965w420b650,447383,51.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
wdsm02061982w450d220,417656,35.0,35.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
cwtm12291964c462w362,224220,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
jadm06011969j210a536,133728,47.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dglf04191959d160g430,427360,58.0,58.0,Female,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
jglm06161965j200g430,427284,51.0,52.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
llwm07021972l563l200,454737,44.0,44.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,35 to 44 years,Black or African American,Not Hispanic or Latino,Civilian veteran
rsmm11081967r350s552,353754,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jhum07111973j520h235,171770,43.0,43.0,Male,White ,Non-Hispanic/Non-Latino ,Yes ,35 to 44 years,White,Not Hispanic or Latino,Civilian veteran
lrif10241965l200r500,454736,51.0,52.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jbrm02041986j535b654,443138,31.0,31.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
kbrf02171967k516b632,426301,50.0,50.0,Female,White ,Hispanic/Latino ,No ,45 to 54 years,White,Hispanic or Latino (of any race),Non veteran
rwmm01261969r350w514,294203,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
vbof02271966v236b620,157427,51.0,51.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
cltf02151990c240l340,347855,27.0,27.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
ebsm04011963e652b235,185850,54.0,54.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
pmsm01051952p300m220,201545,65.0,65.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,Black or African American,Not Hispanic or Latino,Civilian veteran
jvzm08291980j250v220,455002,36.0,36.0,Male,White ,Hispanic/Latino ,No ,35 to 44 years,White,Hispanic or Latino (of any race),Non veteran
ecrm03061967e300c642,281041,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
sbom03091971s540b650,157125,46.0,46.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
zgim06111993z260g520,394826,22.0,22.0,Male,White ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,White,Not Hispanic or Latino,Non veteran
smcm01151985s315m246,455112,32.0,32.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
bfam09031985b653f626,270571,31.0,31.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
vbom09131967v525b650,452931,49.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
sdsf12171969s630d200,451491,47.0,47.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
pfsf04261958p624f236,110903,59.0,59.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
phrm04041959p410h653,171340,58.0,58.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
kakm01081960k300a325,441891,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
drem11141976d600r300,455181,40.0,40.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
crcf03041966c640r263,447760,51.0,51.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
ffsf05251972f420f240,189803,44.0,45.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
jwlf06051977j400w452,409781,39.0,40.0,Female,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
gwgm11041979g655w252,452667,37.0,37.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
dabf08091951d500a140,455254,65.0,66.0,Female,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
jknm01011979j500k520,436016,36.0,36.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,35 to 44 years,Black or African American,Not Hispanic or Latino,Civilian veteran
tpim08141972t530p620,222747,44.0,44.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,35 to 44 years,Black or African American,Not Hispanic or Latino,Civilian veteran
aeem02061965a452e400,143273,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
whlm06121960w450h463,168637,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
manm06081956m615a150,455775,60.0,60.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,60 to 64 years,Black or African American,Not Hispanic or Latino,Civilian veteran
jcxm12061994j520c200,454481,22.0,22.0,Male,White ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,White,Not Hispanic or Latino,Non veteran
abam01071952a535b440,214111,65.0,65.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
hhlm11201963h600h420,455776,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
cbom12141967c632b650,338653,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
ewlm12081995e650w435,455774,21.0,21.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
ctam07081981c623t620,430970,35.0,35.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
hshm01031949h616s160,368693,68.0,68.0,Male,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
tcmm12141964t520c516,450718,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mtlm08311949m622t460,322898,67.0,67.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
jmrm02151960j520m610,376327,57.0,57.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
mpam12041982m420p625,455876,34.0,34.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
hhlm11201963h600h420,455776,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dsef06021957d645s315,169008,59.0,60.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
iwim05191965i254w623,208057,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
lbim02051956l560b623,453208,61.0,61.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,60 to 64 years,Black or African American,Not Hispanic or Latino,Civilian veteran
afsm11031968a535f240,186593,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
cltf02151990c240l340,347855,27.0,27.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
dsef06021957d645s315,169008,60.0,60.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
esef11081952e450s650,2054,64.0,64.0,Female,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
cwtm12291964c462w362,224220,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
rknm11131982r500k520,194903,34.0,34.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
lgof11261964l530g350,456554,52.0,52.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
kemm01111956k620e355,160758,61.0,61.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
jmcm03081967j520m266,444293,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
arom03071965a654r200,456628,52.0,52.0,Male,Data not collected ,Hispanic/Latino ,No ,45 to 54 years,Data not collected,Hispanic or Latino (of any race),Non veteran
rmgm02241965r000m241,109426,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
